name,company,work_area,salary,requirements,company_type,company_size,field
JAVA高级开发工程师,江苏亿友慧云软件股份有限公司,杭州-萧山区,1-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,杭州巨星科技股份有限公司,杭州,1-1.5万/月,"['3-4年经验', '大专']",上市公司,5000-10000人,机械/设备/重工
Java开发工程师,江苏金旺智能科技有限公司,常州-金坛区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,500-1000人,机械/设备/重工
Java开发工程师,广东卓企智能科技有限公司,珠海,1-1.5万/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
会山科技-Java开发工程师（后端）,上海紫竹人力资源服务有限公司,上海-闵行区,0.8-1.5万/月,"['3-4年经验', '本科']",合资,150-500人,专业服务(咨询、人力资源、财会)
Java开发工程师,江苏谷科软件有限公司,济南-历城区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
Java中级开发工程师,广州通达汽车电气股份有限公司,广州-黄埔区,1.3-2.5万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,汽车
Java软件工程师,苏州仕净环保科技股份有限公司,苏州-相城区,1-1.5万/月,"['2年经验', '本科']",上市公司,150-500人,环保
Java后端开发工程师,江苏明月智能科技有限公司,扬州-邗江区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,东莞市毅豪电子科技有限公司,东莞-寮步镇,0.6-1万/月,"['1年经验', '本科']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
java软件工程师,广州菩润信息科技有限公司,广州-天河区,1-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java Web Software Engineer,范德威尔（中国）纺织机械有限公司,无锡,1-1.5万/月,"['3-4年经验', '本科']",外资（欧美）,500-1000人,机械/设备/重工
移动产品部—Java开发工程师,人民网股份有限公司,北京-朝阳区,1.3-2.6万/月,"['2年经验', '本科']",上市公司,1000-5000人,互联网/电子商务
中/高级Java开发工程师,山东爱德邦智能科技有限公司上海分公司,上海-闵行区,1.5-3万/月,"['3-4年经验', '大专']",民营公司,150-500人,新能源
Java开发工程师,才子服饰股份有限公司,厦门,0.5-1万/月,"['2年经验', '本科']",民营公司,10000人以上,服装/纺织/皮革
Java开发工程师,北京水晶森林数码科技有限公司上海分公司,上海-浦东新区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,150-500人,金融/投资/证券
Java开发工程师,江西三鑫医疗科技股份有限公司,南昌,0.5-1万/月,"['1年经验', '大专']",上市公司,1000-5000人,医疗设备/器械
JAVA开发工程师,上海电气集团数字科技有限公司,上海-徐汇区,20-30万/年,"['3-4年经验', '本科']",国企,150-500人,计算机软件
中高级JAVA软件开发工程师,上海航天能源股份有限公司,武汉-江夏区,0.8-1.2万/月,"['3-4年经验', '本科']",国企,150-500人,计算机服务(系统、数据服务、维修)
Java高级开发工程师,上海电器科学研究所（集团）有限公司,上海-普陀区,2-3万/月,"['5-7年经验', '本科']",国企,500-1000人,多元化业务集团公司
Java开发工程师,江苏艾兰得营养品有限公司,无锡-滨湖区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,1000-5000人,快速消费品(食品、饮料、化妆品)
Java高级开发工程师HR04,欧浮瑞（武汉）人力资源有限公司,北京,2.2-3.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,专业服务(咨询、人力资源、财会)
Java Microservices,利优科技资讯服务（深圳）有限公司,天津-滨海新区,2.5-3万/月,"['5-7年经验', '本科']",外资（非欧美）,少于50人,专业服务(咨询、人力资源、财会)
JAVA工程师,广东万和新电气股份有限公司,佛山-顺德区,16-24万/年,"['3-4年经验', '本科']",上市公司,5000-10000人,家具/家电/玩具/礼品
（成都）Java高级开发工程师,上海裕隆医学检验所有限公司,成都-金牛区,1.2-2万/月,"['5-7年经验', '本科']",民营公司,50-150人,医疗/护理/卫生
Java中高级工程师,佛山市淇美科技有限公司,广州-天河区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,500-1000人,家居/室内设计/装潢
Java开发工程师,广州瑞松智能科技股份有限公司,广州-黄埔区,1-1.6万/月,"['2年经验', '本科']",上市公司,500-1000人,机械/设备/重工
IT—Java开发工程师,江苏恒立液压股份有限公司,常州,1-1.5万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,机械/设备/重工
Java高级开发工程师,苏州嘉诺环境工程有限公司,苏州-吴江区,2-3万/月,"['5-7年经验', '本科']",民营公司,150-500人,机械/设备/重工
Java开发工程师,江苏腾瑞智联数字科技有限公司,张家港,0.6-1万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java中级开发工程师,舒华体育股份有限公司,上海-闵行区,1.5-2万/月,"['5-7年经验', '本科']",上市公司,1000-5000人,机械/设备/重工
Java开发工程师,浙江信达可恩消防实业有限责任公司,海宁,5-8千/月,"['2年经验', '本科']",民营公司,500-1000人,建筑/建材/工程
Java中级开发工程师,垒知控股集团股份有限公司,成都-高新区,1.1-1.6万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,建筑/建材/工程
Java开发工程师,广州市浩洋电子股份有限公司,广州-番禺区,1-1.5万/月,"['5-7年经验', '本科']",上市公司,1000-5000人,电子技术/半导体/集成电路
Java开发工程师,广州荣锋电子科技有限公司,广东省,1.2-2万/月,"['2年经验', '本科']",民营公司,150-500人,互联网/电子商务
软件工程师/JAVA工程师/,中山市中智药业集团有限公司,中山,0.6-1.2万/月,"['3-4年经验', '大专']",上市公司,1000-5000人,制药/生物工程
Java开发工程师,江苏泰聚云数字科技有限公司,泰州-海陵区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
软件开发（Java）,佛山市宜奥科技实业有限公司,佛山,0.8-1.5万/月,"['2年经验', '大专']",民营公司,1000-5000人,家具/家电/玩具/礼品
Android JAVA开发,上海海菱智慧电梯技术有限公司,上海-浦东新区,10-15万/年,"['2年经验', '本科']",国企,500-1000人,机械/设备/重工
JAVA软件工程师,厦门信和达电子有限公司,厦门,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人,电子技术/半导体/集成电路
Java开发工程师,川源（中国）机械有限公司,嘉兴-平湖市,0.8-1.6万/月,"['3-4年经验', '大专']",外资（非欧美）,500-1000人,机械/设备/重工
Java开发工程师,宁波杜亚机电技术有限公司,宁波,1-1.5万/月,"['3-4年经验', '本科']",合资,1000-5000人,机械/设备/重工
Java开发工程师,杭州大和热磁电子有限公司,杭州-滨江区,12-18万/年,"['2年经验', '大专']",外资（非欧美）,1000-5000人,电子技术/半导体/集成电路
Java中级工程师/高级工程师,昆山厚声电子工业有限公司,昆山,0.6-1.5万/月,"['2年经验', '大专']",外资（非欧美）,1000-5000人,电子技术/半导体/集成电路
Java工程师（客服系统-分公司招聘）,大连海心信息工程有限公司,大连-甘井子区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
JAVA软件工程师,宁波乐科科信息技术有限公司,宁波-鄞州区,1-1.5万/月,"['1年经验', '本科']",外资（非欧美）,少于50人,计算机软件
Java软件工程师,广东昌恒智能科技有限公司,东莞-长安镇,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,机械/设备/重工
Java开发工程师,金桥房地产开发股份有限公司,常州-新北区,1-1.5万/月,"['5-7年经验', '本科']",民营公司,150-500人,房地产
对日Java工程师,济南特利欧信息科技有限公司,杭州,4.5-6千/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
Java软件工程师,华峰集团有限公司,杭州-江干区,1.6-2.5万/月,"['3-4年经验', '本科']",民营公司,10000人以上,石油/化工/矿产/地质
Java中级开发工程师,江苏海宝智造科技股份有限公司,无锡-滨湖区,0.8-1.2万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,易格斯中国（德国独资）,上海,2-4万/月,"['5-7年经验', '本科']",外资（欧美）,500-1000人,机械/设备/重工
JAVA工程师（资讯部）,贸联电子（昆山）有限公司,昆山,4.5-6千/月,"['1年经验', '大专']",外资（欧美）,1000-5000人,多元化业务集团公司
Java开发工程师,扬州明辰信息科技有限公司,扬州,3.5-6千/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,宁波韵升股份有限公司,宁波,1-1.5万/月,"['2年经验', '本科']",民营公司,1000-5000人,多元化业务集团公司
Java开发工程师,深圳市领佳物联科技有限公司,深圳-南山区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,通信/电信/网络设备
Java开发工程师,宁波骏安茂飞国际贸易有限公司,宁波-鄞州区,0.6-1.5万/月,"['2年经验', '本科']",民营公司,少于50人,互联网/电子商务
Java高级开发工程师,杭州华文信科科技有限公司,杭州-滨江区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,少于50人,互联网/电子商务
Java开发工程师,南通数英信息科技有限公司,南通,3-8千/月,['大专'],外资（非欧美）,少于50人,计算机软件
java开发工程师,湖南立森数据技术有限公司,长沙-天心区,0.5-1.2万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
java web开发工程师(J10043),基蛋生物科技股份有限公司,南京,1.5-3万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,制药/生物工程
Java工程师-(外资急聘),东莞市威狮特企业管理咨询有限公司,东莞-高埗镇,0.7-1万/月,"['2年经验', '大专']",创业公司,50-150人,专业服务(咨询、人力资源、财会)
软件工程师（Java5-10年）,无锡米洛智能工业科技有限公司,无锡-滨湖区,1-2万/月,"['5-7年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,昆山沪光汽车电器股份有限公司,昆山,1-2万/月,"['3-4年经验', '大专']",上市公司,1000-5000人,汽车
Java开发工程师（美资500强）,托肯恒山科技（广州）有限公司,广州-黄埔区,0.9-1.5万/月,"['2年经验', '本科']",外资（欧美）,500-1000人,机械/设备/重工
Java开发工程师,江苏版石软件股份有限公司,武汉-东湖新技术产业开发区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,,计算机软件
Java开发工程师,富泰华工业（深圳）有限公司,深圳-南山区,1-2万/月,"['3-4年经验', '本科']",外资（非欧美）,10000人以上,电子技术/半导体/集成电路
Java开发工程师,青岛纽森商务有限公司,青岛,1-1.5万/月,"['2年经验', '本科']",民营公司,少于50人,专业服务(咨询、人力资源、财会)
Java开发工程师,物连家美（深圳）网络科技有限公司,深圳-南山区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,江西圣东智能科技有限公司,南昌-青山湖区,0.6-1.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
日文Java开发人员 工作地：佛山,大连嘉友软件技术有限公司,大连,1.5-3万/月,[],外资（非欧美）,150-500人,计算机软件
Java高级开发工程师,上海能良电子科技有限公司,上海-宝山区,2-2.5万/月,"['5-7年经验', '大专']",上市公司,500-1000人,互联网/电子商务
java开发工程师,西安汇文数据科技有限公司,西安-雁塔区,0.7-1.2万/月,"['1年经验', '本科']",民营公司,500-1000人,生活服务
高级JAVA&&C++软件研发工程,邦奇智能科技（上海）股份有限公司,西安-碑林区,1.5-2万/月,"['3-4年经验', '本科']",上市公司,150-500人,电子技术/半导体/集成电路
Java开发工程师,福建国通星驿网络科技有限公司,上海-浦东新区,1-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
JAVA开发工程师（急聘）,广州哔哔互联网服务股份有限公司,广州-黄埔区,0.6-1.2万/月,"['1年经验', '大专']",民营公司,少于50人,互联网/电子商务
Java开发工程师,青岛路达信息技术有限公司,青岛-李沧区,0.5-1万/月,"['1年经验', '高中']",民营公司,少于50人,通信/电信/网络设备
Java开发工程师,深圳思特顺科技有限公司,深圳-龙岗区,1.2-1.8万/月,"['3-4年经验', '大专']",民营公司,,计算机软件
Java开发工程师（微服务方向）,勤思信息科技（北京）有限公司,沈阳-铁西区,0.8-1万/月,"['无需经验', '大专']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
java工程师,上海抚理健康管理咨询有限公司,成都-武侯区,0.6-1.2万/月,"['1年经验', '本科']",民营公司,150-500人,医疗/护理/卫生
Java开发工程师,铭农（上海）信息科技有限公司,上海-宝山区,2-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,广西文本软件技术有限公司,来宾,0.6-1万/月,"['3-4年经验', '大专']",合资,,计算机软件
Java游戏服务端主程,上海九影网络科技有限公司,上海-浦东新区,2.5-3万/月,"['5-7年经验', '大专']",民营公司,少于50人,互联网/电子商务
JAVA软件工程师,上海羽裳信息科技有限公司,上海-静安区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,150-500人,计算机软件
Java中级开发工程师,无锡艾盈科技有限公司,无锡,0.8-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,南京创致优信息科技有限公司,南京-建邺区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,计算机软件
Java中级开发工程师,武汉理盈信息科技有限公司,武汉-东湖新技术产业开发区,0.8-1万/月,"['2年经验', '大专']",民营公司,少于50人,互联网/电子商务
高级Java工程师,善理通益信息科技（深圳）有限公司,深圳-南山区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java高级开发工程师,广东建采网科技有限公司,珠海,1.3-2.2万/月,"['5-7年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java高级开发工程师,任子行网络技术股份有限公司,济南-历下区,0.9-1.6万/月,"['3-4年经验', '大专']",上市公司,1000-5000人,计算机软件
Java高级开发工程师,友谊时光科技股份有限公司,苏州,1.5-3万/月,"['5-7年经验', '大专']",上市公司,1000-5000人,网络游戏
Java高级开发工程师,Manner Coffee,上海-静安区,2-3.5万/月,"['3-4年经验', '本科']",外资（非欧美）,500-1000人,快速消费品(食品、饮料、化妆品)
Java高级开发工程师,新城悦物业服务股份有限公司,上海-普陀区,2.5-3万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,物业管理/商业中心
Java中级开发工程师,武汉互创联合科技有限公司,武汉-武昌区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,深圳科士达科技股份有限公司,深圳-光明区,0.9-1.4万/月,"['2年经验', '大专']",上市公司,1000-5000人,电子技术/半导体/集成电路
Java高级开发工程师,苏州诺赛网络科技有限公司,苏州-高新区,1-1.5万/月,"['3-4年经验', '大专']",创业公司,少于50人,计算机软件
C++/JAVA开发工程师,上海坤德信息科技有限公司,长沙-岳麓区,5-8千/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
JAVA后台开发工程师,广州四三九九信息科技有限公司,广州-黄埔区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,网络游戏
Java高级开发工程师,湖南大华合亿医疗科技有限公司,长沙,0.8-1万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
java开发工程师,深圳市易流科技股份有限公司,西安-高新技术产业开发区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,互联网/电子商务
Java初级开发工程师,锐锢商城,上海,1.2-2万/月,"['2年经验', '本科']",民营公司,1000-5000人,互联网/电子商务
高级Java开发工程师（南昌）,江西国泰利民信息科技有限公司,南昌-青山湖区,1-1.5万/月,"['3-4年经验', '本科']",国企,150-500人,计算机软件
Java中级开发工程师,广州维度无限科技有限公司,广州-黄埔区,1-1.8万/月,"['3-4年经验', '大专']",外资（非欧美）,50-150人,互联网/电子商务
JAVA软件工程师,上海宝信软件股份有限公司宁波分公司,宁波-海曙区,15-20万/年,"['1年经验', '本科']",国企,50-150人,计算机软件
Java开发工程师,上海泰仕达人力资源有限公司,上海-长宁区,3-4万/月,"['3-4年经验', '本科']",民营公司,50-150人,专业服务(咨询、人力资源、财会)
Java开发工程师,小派科技（上海）有限责任公司,上海-浦东新区,2-4万/月,"['5-7年经验', '本科']",民营公司,150-500人,电子技术/半导体/集成电路
Java开发工程师,广州什物信息科技有限公司,广州-番禺区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,互联网/电子商务
JAVA高级开发工程师 (MJ000978),百丽新零售,深圳-南山区,1.5-3万/月,"['5-7年经验', '本科']",外资（非欧美）,1000-5000人,互联网/电子商务
中高级java开发工程师,深华建设（深圳）股份有限公司,深圳-南山区,1.5-2.5万/月,"['3-4年经验', '本科']",上市公司,500-1000人,建筑/建材/工程
Java高级开发工程师,广州盛古信息科技有限公司,广州-天河区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,星火保信息科技（上海）有限公司,上海-浦东新区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java开发工程师,上海杰奕信息技术有限公司,上海-虹口区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
高级Java开发工程师 (MJ000955),深圳盈富斯科技有限公司,深圳,2-3.5万/月,"['5-7年经验', '本科']",外资（欧美）,1000-5000人,互联网/电子商务
Java开发工程师,优信（宁波）信息技术有限公司,北京-朝阳区,1.5-3万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
Java开发工程师,湖北大楚人才服务有限公司,武汉-武昌区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,专业服务(咨询、人力资源、财会)
Java开发工程师,安行天下保险经纪（上海）有限公司,上海,0.9-1.4万/月,"['3-4年经验', '本科']",民营公司,50-150人,保险
Java高级开发工程师,仁和会计教育集团,武汉-洪山区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,10000人以上,会计/审计
Java开发工程师,瑞泰信息技术有限公司,苏州,6-8千/月,"['1年经验', '本科']",民营公司,150-500人,计算机软件
开发工程师（JAVA）,徐工集团江苏徐州工程机械研究院,徐州,1-2万/月,"['3-4年经验', '本科']",国企,500-1000人,机械/设备/重工
中高级Java开发,杭州旎浩科技有限公司,杭州-滨江区,2-2.5万/月,"['3-4年经验', '本科']",创业公司,50-150人,贸易/进出口
Java后台高级开发工程师,深圳市微队信息技术有限公司,深圳-南山区,1-2万/月,"['1年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,达客智数（广州）科技有限公司,广州-番禺区,0.8-1.6万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,北京思特奇信息技术股份有限公司郑州分公司,郑州-高新区,0.6-1万/月,"['2年经验', '本科']",上市公司,1000-5000人,通信/电信/网络设备
Java资深开发工程师,广州市申迪计算机系统有限公司,广州-越秀区,1-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java高级开发工程师,深圳繁华科技研发有限公司,广州-天河区,1-1.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,金融/投资/证券
Java初级开发工程师,上海云信留客信息科技有限公司,上海-徐汇区,0.8-1.5万/月,"['1年经验', '本科']",民营公司,150-500人,通信/电信运营、增值服务
JAVA后端开发工程师,四川汇丰工程管理有限责任公司,成都,0.8-1万/月,"['3-4年经验', '本科']",民营公司,150-500人,建筑/建材/工程
Java高级开发工程师,南京庞特软件科技有限公司,南京-雨花台区,0.7-1.1万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
Java初级开发工程师,成都我行我数科技有限公司,成都,5-9千/月,"['2年经验', '本科']",合资,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,联想中国PC及服务器工厂,深圳-福田区,1-1.4万/月,"['3-4年经验', '本科']",上市公司,500-1000人,计算机硬件
Java开发工程师,敏实集团,嘉兴,1-1.5万/月,"['5-7年经验', '本科']",民营公司,10000人以上,汽车
java开发工程师,常州贝财信息技术有限公司,常州,0.8-1.2万/月,"['1年经验', '大专']",民营公司,少于50人,互联网/电子商务
Java开发工程师,北京旋极伏羲大数据技术有限公司,北京-海淀区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java高级开发工程师,深圳市中盾联投软件有限公司,杭州-滨江区,1.6-2.6万/月,"['5-7年经验', '本科']",民营公司,,计算机软件
中高级java工程师,沈阳神之马科技有限公司,广州-天河区,1.2-1.8万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师（K2）,深圳万科祥盈管理服务有限公司,深圳-福田区,1.4-2万/月,"['2年经验', '大专']",民营公司,,房地产
Java中级开发工程师,南京贝登医疗股份有限公司,南京-秦淮区,1.2-1.6万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java高级开发工程师,上海湃道智能科技有限公司,上海-杨浦区,1-1.5万/月,"['3-4年经验', '本科']",创业公司,少于50人,电子技术/半导体/集成电路
java软件开发,广西纵深供应链管理有限责任公司,南宁,5-8千/月,"['3-4年经验', '大专']",民营公司,50-150人,金融/投资/证券
Java开发工程师,苏州智康信息科技股份有限公司,杭州-滨江区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,,计算机软件
Java开发工程师,上海任鸿工贸有限公司,上海-嘉定区,1.3-2万/月,"['2年经验', '大专']",民营公司,,贸易/进出口
java研发工程师,安徽顺丰速运有限公司,合肥,0.6-1.1万/月,"['3-4年经验', '本科']",上市公司,5000-10000人,交通/运输/物流
Java中级开发工程师,上海凡米智能科技有限公司,上海-闵行区,20-31万/年,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,世强先进（深圳）科技股份有限公司,深圳-龙岗区,15-30万/年,"['2年经验', '本科']",民营公司,500-1000人,电子技术/半导体/集成电路
Java开发工程师,北京信达电通科技发展有限公司,深圳,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,建筑/建材/工程
Java高级开发工程师,上海慧龙计算机系统有限公司,上海-普陀区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,江苏润和软件股份有限公司,南京-秦淮区,1.2-2.4万/月,"['3-4年经验', '本科']",民营公司,5000-10000人,计算机软件
高级java开发工程师,北京学说科技有限公司,北京-海淀区,1.5-2.5万/月,"['2年经验', '本科']",创业公司,50-150人,计算机软件
Java开发工程师,南京德塔金数据科技有限公司,南京,0.6-1.2万/月,"['1年经验', '大专']",创业公司,少于50人,计算机软件
JAVA高级工程师,中大黄埔国际教育,广州-黄埔区,1.2-1.5万/月,"['2年经验', '本科']",民营公司,150-500人,教育/培训/院校
Java开发工程师,广东业成商业集团有限公司,东莞-南城区,0.7-1.2万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,多元化业务集团公司
Java开发工程师（嘉兴）,上海施福圣科技有限公司,嘉兴-桐乡市,0.8-1万/月,"['2年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,QIMA(formerly AsiaInspection),上海-浦东新区,1.5-2万/月,"['3-4年经验', '本科']",外资（欧美）,1000-5000人,检测，认证
实验室系统Java开发工程师,瀚莎测试技术（上海）有限公司,上海,1.5-2万/月,"['3-4年经验', '本科']",外资（欧美）,50-150人,检测，认证
Java高级开发工程师,成都建国汽车贸易有限公司,成都-双流区,0.9-1.4万/月,"['3-4年经验', '本科']",民营公司,10000人以上,汽车
中级后端Java工程师,湖南达漫电子商务有限公司,长沙-开福区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,互联网/电子商务
java高级软件工程师-北京-00404,保诺科技（北京）有限公司,北京-昌平区,1.3-2万/月,"['1年经验', '本科']",外资（欧美）,500-1000人,制药/生物工程
JAVA工程师,南威软件集团,深圳-福田区,1-1.8万/月,"['1年经验', '大专']",上市公司,1000-5000人,计算机软件
Java开发项目经理,上海逐阳商务咨询有限公司,上海-浦东新区,2-4万/月,"['5-7年经验', '本科']",民营公司,,专业服务(咨询、人力资源、财会)
二次开发技术经理（JAVA.NET),广东医通软件有限公司,广州-天河区,1.2-1.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,广州江楠鲜品科技有限公司,广州-白云区,1-1.8万/月,"['3-4年经验', '大专']",民营公司,150-500人,互联网/电子商务
高级Java开发工程师,北京天威诚信电子商务服务有限公司,深圳-南山区,1.5-3万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java开发工程师,上海脉多信息技术有限公司,上海-长宁区,1.5-2万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
JAVA-Spring平台端技术经理,深圳市华傲数据技术有限公司,大连-沙河口区,2-2.5万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,昆明安泰得软件股份有限公司,昆明,5-8千/月,"['1年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师（酒店系统）,四川吉联科技有限公司,成都,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,电子技术/半导体/集成电路
Java高级开发工程师,福建新时颖电子商务有限公司,厦门,1.5-2万/月,"['5-7年经验', '本科']",民营公司,500-1000人,互联网/电子商务
Java工程师（早筛-YN）,北京泛生子基因科技有限公司,北京-朝阳区,1-2万/月,"['1年经验', '本科']",上市公司,500-1000人,制药/生物工程
java软件工程师,东莞市元天软件科技有限公司,西安-雁塔区,0.8-1万/月,"['5-7年经验', '大专']",民营公司,50-150人,计算机软件
软件事业部 Java工程师,浙江爱特电子技术股份有限公司,杭州-滨江区,0.7-1万/月,"['1年经验', '大专']",民营公司,150-500人,计算机软件
Java中级开发工程师,南京数字认证有限公司,南京-秦淮区,0.6-1万/月,"['2年经验', '本科']",民营公司,少于50人,计算机软件
JAVA开发工程师（检测事业部）,中国汽车工程研究院股份有限公司,重庆-渝北区,0.8-2万/月,"['3-4年经验', '本科']",国企,1000-5000人,汽车
Java开发工程师,中汽院智能网联科技有限公司,重庆-渝北区,13-15万/年,"['3-4年经验', '本科']",国企,150-500人,汽车
Java高级开发工程师,广州市华奕电子科技有限公司,广州,12-15万/年,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
钉钉-JAVA研发工程师,云南缤果科技有限公司,重庆-渝北区,0.8-1.2万/月,"['2年经验', '本科']",合资,50-150人,互联网/电子商务
Java开发工程师,浙江万马股份有限公司,杭州-临安区,1.3-1.6万/月,"['3-4年经验', '本科']",上市公司,1000-5000人,机械/设备/重工
Java开发工程师（五险一金）,广州永正科技有限公司,南昌-青山湖区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,南京康尼机电股份有限公司,南京-鼓楼区,12-24万/年,"['2年经验', '本科']",民营公司,1000-5000人,机械/设备/重工
Java中级开发工程师,北京天源迪科信息技术有限公司,北京-海淀区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
物联网云端开发工程师（JAVA）,江苏树实科技有限公司,镇江,0.8-1.2万/月,"['1年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,MSEKKO米可儿护肤,广州-天河区,0.7-1.3万/月,"['2年经验', '大专']",民营公司,150-500人,互联网/电子商务
高级Java开发工程师,广东美涂士建材股份有限公司,佛山-顺德区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,建筑/建材/工程
JAVA软件开发工程师,浙江易桥软件开发有限公司,宁波,0.7-1.4万/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,无锡车联天下信息技术有限公司,无锡-滨湖区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,汽车零配件
Java开发工程师,上海智观信息技术有限公司,南京,1.5-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,TCL科技集团股份有限公司,惠州,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,多元化业务集团公司
Java开发工程师,广州奇点未来科技有限公司,广州-海珠区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,港澳资讯,上海-浦东新区,6-8千/月,"['1年经验', '大专']",民营公司,500-1000人,计算机软件
