name,company,work_area,salary,requirements,company_type,company_size,field
Java开发工程师,猎盟科技（大连）有限公司,大连-甘井子区,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人,外包服务
java开发专家,露乐健康科技股份有限公司,广州-黄埔区,1.5-2.5万/月,"['8-9年经验', '大专']",合资,1000-5000人,快速消费品(食品、饮料、化妆品)
Java中高级开发工程师,上海有间建筑科技有限公司,上海-杨浦区,1.2-1.8万/月,"['3-4年经验', '大专']",民营公司,50-150人,建筑/建材/工程
Java高级开发工程师,苏州水云境科技有限公司,苏州-高新区,1.5-2万/月,"['5-7年经验', '本科']",创业公司,50-150人,环保
Java开发工程师,深圳市德富莱智能科技股份有限公司,深圳-宝安区,6-8千/月,"['1年经验', '大专']",上市公司,500-1000人,仪器仪表/工业自动化
Java开发工程师-B01-b,鹏城实验室,深圳-南山区,,"['3-4年经验', '硕士']",事业单位,1000-5000人,学术/科研
高级java开发工程师,深圳市锐明技术股份有限公司,深圳-南山区,3-4万/月,"['5-7年经验', '本科']",上市公司,1000-5000人,电子技术/半导体/集成电路
Java开发工程师,四川奥特而科技有限公司,成都-武侯区,10-15万/年,"['3-4年经验', '本科']",民营公司,50-150人,仪器仪表/工业自动化
Java开发工程师,广州金博信息技术有限公司,广州-天河区,1-1.5万/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
Java高级开发工程师,重庆渐开线信息技术有限公司,重庆-渝北区,1.5-2万/月,"['2年经验', '本科']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,浙江天能新能源有限公司,湖州-吴兴区,1.5-2万/月,"['3-4年经验', '大专']",上市公司,10000人以上,金融/投资/证券
Java高级开发工程师,浙江寰福科技有限公司上海分公司,上海-徐汇区,2-4万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,通信/电信/网络设备
Java高级开发工程师,海南国际能源交易中心有限公司,上海-浦东新区,1-1.5万/月,"['3-4年经验', '本科']",合资,50-150人,石油/化工/矿产/地质
JAVA高+自研+双休+12K+++,西安优类客网络科技有限公司,西安-雁塔区,12-18万/年,"['5-7年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,河北晨华信息科技有限公司,石家庄-裕华区,3-4.5千/月,"['2年经验', '大专']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java高级开发工程师,浙江中核信息科技有限公司,杭州-西湖区,1-2万/月,"['1年经验', '本科']",民营公司,50-150人,计算机软件
JAVA开发工程师（高级）  16薪,杭州麟云科技有限公司,成都-武侯区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
java开发工程师,安徽中科美络信息技术有限公司,合肥-高新区,1-2万/月,"['5-7年经验', '本科']",民营公司,150-500人,互联网/电子商务
高级Java开发工程师,潍坊赢启信息科技有限公司,广州-天河区,3-4万/月,"['8-9年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,无锡市弘智教育科技有限公司,无锡-梁溪区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,500-1000人,教育/培训/院校
JAVA开发工程师（轨道及智能交通项目）,仁卅信息科技（上海）有限公司,上海-普陀区,0.8-1万/月,"['2年经验', '大专']",外资（非欧美）,150-500人,计算机软件
高级Java开发工程师 (MJ001260),元气森林（北京）食品科技集团有限公司,北京-朝阳区,1.5-2.5万/月,"['5-7年经验', '本科']",合资,1000-5000人,快速消费品(食品、饮料、化妆品)
Java开发工程师,杭州龙即信息技术有限公司,杭州-滨江区,1.2-2万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
Java开发工程师,长沙浩微信息科技有限公司,广州-越秀区,0.8-1.1万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,深圳市捷买送国际货运代理有限公司,上海-闵行区,1-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,交通/运输/物流
JAVA工程师,无锡伟测半导体科技有限公司,无锡-无锡新区,0.8-1.1万/月,"['1年经验', '本科']",民营公司,500-1000人,电子技术/半导体/集成电路
Java开发工程师,天津华新企业管理有限公司,天津-河西区,0.8-1.3万/月,"['3-4年经验', '大专']",民营公司,50-150人,多元化业务集团公司
软件开发工程师(JAVA),上海申博信息系统工程有限公司,上海,20-22万/年,"['3-4年经验', '本科']",国企,50-150人,计算机软件
高级JAVA工程师-数据中心,浙江泰隆商业银行股份有限公司,杭州-上城区,1.2-2.4万/月,"['3-4年经验', '本科']",民营公司,5000-10000人,银行
Java开发工程师,杭州志卓科技股份有限公司,杭州-西湖区,0.8-1万/月,"['1年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java开发工程师,深圳市猿人创新科技有限公司,深圳-龙岗区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,互联网/电子商务
Java开发工程师,知行软件开发（宁波）有限公司,宁波-鄞州区,0.8-1.5万/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
Java工程师,北京思特奇信息技术股份有限公司广州分公司,广州-天河区,1-1.5万/月,"['2年经验', '本科']",上市公司,1000-5000人,通信/电信/网络设备
Java开发工程师,常州春风雨教育科技有限公司,常州-武进区,0.8-1.6万/月,"['1年经验', '大专']",民营公司,少于50人,计算机软件
Java高级开发工程师,四川书亦餐饮管理有限公司,成都-武侯区,1.4-1.6万/月,"['5-7年经验', '本科']",民营公司,5000-10000人,餐饮业
Java开发工程师,杭州应敏科技有限公司,杭州-余杭区,1-1.5万/月,"['1年经验', '大专']",民营公司,,计算机软件
Java开发工程师,达科信息科技（北京）有限公司,沈阳-铁西区,1-1.2万/月,"['3-4年经验', '本科']",外资（非欧美）,150-500人,计算机服务(系统、数据服务、维修)
JAVA开发高级工程师,深圳优尼信息技术有限公司,义乌,2.5-3万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机软件
Java中级开发工程师,深圳市四千里数据科技有限公司,广州-天河区,1-1.6万/月,"['2年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java开发工程师,南京音飞储存设备（集团）股份有限公司,上海-长宁区,0.8-1万/月,"['1年经验', '本科']",上市公司,500-1000人,机械/设备/重工
Java开发工程师,五洲（北京）保险经纪有限公司深圳分公司,深圳-罗湖区,1-1.5万/月,"['3-4年经验', '本科']",合资,150-500人,保险
Java高级开发工程师,永安期货股份有限公司,杭州-江干区,1-1.5万/月,"['2年经验', '本科']",国企,1000-5000人,金融/投资/证券
Java 工程师,诚展（清远）鞋业有限公司,清远,3-6千/月,"['1年经验', '大专']",外资（非欧美）,1000-5000人,服装/纺织/皮革
Java后台工程师,广州云酷智能设备有限公司,广州-番禺区,15-20万/年,"['2年经验', '本科']",民营公司,50-150人,新能源
JAVA Developer,天津恩恩科技有限公司,天津-南开区,1-1.5万/月,"['3-4年经验', '本科']",外资（欧美）,500-1000人,计算机软件
Java高级开发工程师,苏州达家迎信息技术有限公司,昆山,1.5-3万/月,"['2年经验', '本科']",合资,500-1000人,计算机软件
Java高级开发工程师,东莞市以纯集团有限公司,东莞-虎门镇,1.5-2万/月,"['5-7年经验', '大专']",民营公司,10000人以上,服装/纺织/皮革
java工程师,深圳沈鼓测控技术有限公司,深圳-南山区,1.5-2.2万/月,"['3-4年经验', '本科']",民营公司,50-150人,仪器仪表/工业自动化
Java初级开发工程师（双休）,江苏智恒达机械科技有限公司,常州,6-8千/月,"['1年经验', '大专']",民营公司,150-500人,批发/零售
Java中级开发工程师,江苏云蝠服饰股份有限公司,无锡-梁溪区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,服装/纺织/皮革
Java高级开发工程师,广州启元信息技术有限责任公司,广州-黄埔区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,少于50人,互联网/电子商务
Java开发工程师,忠华集团有限公司,清远,7-9千/月,"['2年经验', '大专']",民营公司,1000-5000人,服装/纺织/皮革
Java高级开发工程师,广州携旅信息科技有限公司,广州-海珠区,1.5-2.5万/月,"['5-7年经验', '大专']",创业公司,150-500人,互联网/电子商务
Java高级开发工程师,蚁安居（天津）网络技术有限公司,北京-丰台区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,1000-5000人,互联网/电子商务
Java开发工程师,星际控股集团有限公司,温州-鹿城区,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人,多元化业务集团公司
JAVA工程师,番禺得意精密电子工业有限公司,广州,1-1.5万/月,"['3-4年经验', '大专']",外资（非欧美）,5000-10000人,电子技术/半导体/集成电路
Java开发工程师,上海发网云物流科技有限公司,武汉-洪山区,1.1-1.8万/月,"['3-4年经验', '本科']",民营公司,少于50人,电子技术/半导体/集成电路
Java开发工程师,深圳市柠檬树科技有限公司,深圳-龙岗区,1.5-1.8万/月,"['3-4年经验', '本科']",民营公司,500-1000人,贸易/进出口
Java开发工程师,广州百得胜家居有限公司,广州-白云区,1-1.5万/月,"['2年经验', '本科']",上市公司,500-1000人,家具/家电/玩具/礼品
Java开发工程师(自研团队),深圳市华杰科技有限公司,深圳-龙岗区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,互联网/电子商务
Java高级开发工程师,广东度才子集团有限公司,东莞-松山湖区,1-2万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java后端开发工程师,凯德自控武汉智能装备有限公司,武汉-武汉经济开发区,1-1.2万/月,"['3-4年经验', '大专']",民营公司,50-150人,电子技术/半导体/集成电路
Java开发工程师,湖南视拓信息技术股份有限公司,长沙,6-8千/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
Java开发工程师,广州市力融计算机技术有限公司,广州-天河区,0.6-1.4万/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
MES软件开发工程师 (Camstar java.net SQL）,上海随好企业服务工作室,苏州-工业园区,1.5-2.4万/月,"['5-7年经验', '大专']",外资（欧美）,,计算机软件
JAVA游戏服务端开发,深圳市龙火科技有限公司,深圳,1-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,厦门优胜卫厨科技有限公司,厦门,5-8千/月,"['1年经验', '本科']",民营公司,500-1000人,奢侈品/收藏品/工艺品/珠宝
JAVA软件开发工程师,上海海隆软件有限公司,上海-徐汇区,0.8-2.5万/月,"['2年经验', '大专']",民营公司,1000-5000人,计算机软件
Java高级开发工程师,今飞控股集团有限公司,金华,0.5-1.3万/月,"['3-4年经验', '本科']",上市公司,5000-10000人,机械/设备/重工
Java开发工程师,中通云冷网络科技（浙江）有限公司,上海,2-2.5万/月,"['5-7年经验', '大专']",民营公司,,交通/运输/物流
Java开发工程师,成都远大商业管理有限公司,成都-高新区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,物业管理/商业中心
JAVA开发工程师,江西百胜智能科技股份有限公司,南昌-南昌县,0.8-1万/月,"['3-4年经验', '大专']",上市公司,500-1000人,机械/设备/重工
Java开发工程师,四川时代仁通医药有限公司,成都-金牛区,0.8-1万/月,"['2年经验', '大专']",民营公司,150-500人,批发/零售
Java开发工程师/周末双休/13薪,广州市德恩信息科技有限公司,广州-天河区,1-2万/月,"['3-4年经验', '本科']",民营公司,,电子技术/半导体/集成电路
java开发工程师（定制化需求）,武汉中旗生物医疗电子有限公司,武汉-洪山区,0.8-1.4万/月,"['3-4年经验', '本科']",民营公司,150-500人,医疗设备/器械
Java开发工程师,深圳华瑞智芯技术有限公司,深圳-福田区,10-15万/年,"['3-4年经验', '本科']",民营公司,少于50人,电子技术/半导体/集成电路
Java开发工程师,恒林家居股份有限公司,湖州,0.8-1万/月,"['3-4年经验', '本科']",上市公司,5000-10000人,家具/家电/玩具/礼品
Java开发工程师(可接受应届生）,珠海世卓软件有限公司,珠海-珠海高新区,0.8-1万/月,"['2年经验', '大专']",外资（非欧美）,少于50人,计算机软件
Java开发工程师（6K-10K）,深圳市融臻资产管理有限公司,深圳-福田区,0.6-1万/月,"['1年经验', '本科']",民营公司,500-1000人,金融/投资/证券
Java开发工程师,深圳广田方特科建集团有限公司,深圳-宝安区,1-1.3万/月,"['1年经验', '大专']",民营公司,150-500人,建筑/建材/工程
Java开发工程师,重庆端烁科技有限公司,重庆-九龙坡区,1.2-2.4万/月,"['无需经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,无锡开普勒信息技术有限公司,无锡-梁溪区,0.5-1万/月,"['1年经验', '本科']",创业公司,少于50人,计算机软件
Java开发工程师（高级，资深，架构师均可）,湖南兴盛优选电子商务有限公司,长沙-岳麓区,2.5-3万/月,"['5-7年经验', '大专']",民营公司,10000人以上,互联网/电子商务
Java开发工程师,广东巴德士化工有限公司,中山,0.7-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,石油/化工/矿产/地质
